rf|a_ml_sem_ontologia,hgb|a_ml_sem_ontologia,mlp|a_ml_sem_ontologia,logreg|a_ml_sem_ontologia,rf|b_ontologia_sem_related,hgb|b_ontologia_sem_related,mlp|b_ontologia_sem_related,logreg|b_ontologia_sem_related,rf|c_so_network_proximity,hgb|c_so_network_proximity,mlp|c_so_network_proximity,logreg|c_so_network_proximity,rf|d_completo,hgb|d_completo,mlp|d_completo,logreg|d_completo,K,seed
0.5015277777777778,0.44949999999999996,0.5200555555555555,0.49474444444444443,0.4964166666666666,0.44949999999999996,0.5343333333333333,0.49474444444444443,0.6273,0.6087,0.6435333333333333,0.6435666666666666,0.9742055555555555,0.9806111111111112,0.9499555555555556,0.9591999999999998,1000,5
0.5039388888888888,0.5214611111111112,0.4940888888888889,0.49406666666666665,0.5006833333333333,0.5214611111111112,0.5049555555555556,0.49406666666666665,0.6721666666666667,0.6888,0.6719,0.6926666666666667,0.9644555555555555,0.9690166666666666,0.9444111111111111,0.9502555555555556,1000,6
0.5734111111111111,0.5455111111111112,0.5451222222222222,0.5268444444444444,0.5651666666666665,0.5455111111111112,0.48496666666666666,0.5268444444444444,0.6754333333333332,0.6525222222222222,0.6683333333333334,0.6668111111111111,0.9795055555555555,0.9749444444444445,0.9492666666666665,0.9519777777777777,1000,7
0.4841722222222223,0.4757166666666667,0.48554444444444445,0.4999,0.49115555555555557,0.4757166666666667,0.4744555555555555,0.4999,0.6852277777777778,0.6721111111111111,0.6900333333333334,0.6890222222222223,0.9763722222222223,0.9820333333333333,0.9628888888888888,0.9658666666666669,1000,8
0.4874055555555555,0.5018444444444444,0.5092222222222222,0.5066999999999999,0.49657222222222225,0.5018444444444444,0.4805888888888889,0.5066999999999999,0.6698333333333333,0.6590666666666667,0.6455333333333333,0.6652111111111112,0.9818944444444444,0.9810555555555555,0.9641222222222223,0.9653333333333333,1000,9
0.5169444444444444,0.5339444444444444,0.4801333333333334,0.5050777777777777,0.5264888888888889,0.5339444444444444,0.4856,0.5050777777777777,0.6665833333333334,0.6690111111111111,0.6522333333333333,0.6539777777777778,0.9815833333333331,0.9801333333333334,0.9642666666666667,0.9644777777777777,1000,10
0.4907222222222223,0.4907666666666667,0.5242333333333334,0.5127777777777778,0.49677777777777776,0.4907666666666667,0.49173333333333336,0.5127777777777778,0.6929444444444444,0.6749,0.6580444444444444,0.6955222222222222,0.9804055555555554,0.9786333333333334,0.9551777777777779,0.9593111111111111,1000,11
0.4723611111111111,0.46781111111111107,0.4870888888888889,0.5001,0.4774555555555555,0.46781111111111107,0.5121333333333333,0.5001,0.6808944444444445,0.6523111111111111,0.6590555555555557,0.6729,0.9739777777777778,0.9819333333333333,0.9584222222222222,0.960188888888889,1000,12
0.4597888888888889,0.4964333333333334,0.4928,0.4892777777777778,0.4509722222222222,0.4964333333333334,0.4925333333333334,0.4892777777777778,0.6355333333333333,0.6602166666666667,0.6831222222222222,0.6551,0.9726500000000001,0.9731444444444445,0.9537555555555557,0.9544111111111112,1000,13
0.5315055555555556,0.5459888888888889,0.5109333333333334,0.49031111111111114,0.5321444444444444,0.5459888888888889,0.45847777777777776,0.49031111111111114,0.7206888888888889,0.7061222222222222,0.6715777777777778,0.6991,0.9781055555555555,0.9848111111111112,0.9750333333333333,0.9745222222222222,1000,14
