a_ml_sem_ontologia,b_ontologia_sem_related,c_so_network_proximity,d_completo,mit_attack_cov,mit_collateral,mit_ja4_in_scope,enr_attack_cov,enr_collateral,enr_ja4_in_scope,enr_n_ja4,mit_global_collateral,benign_head_share,benign_ja4_distinct,share_ja4_attack,share_ja4_benign,ja4_overlap,alpha,stacks,adversarial,K,seed
0.4923833333333333,0.4892222222222223,0.6337722222222222,0.9033500000000001,0.041,0.611,True,0.459,0.028,True,13,1.0,0.611,44,70.785,439.577,24,2.0,25,True,1000,5
0.50345,0.50045,0.645411111111111,0.9173277777777777,0.033,0.622,True,0.492,0.036,True,14,1.0,0.622,43,64.575,434.407,22,2.0,25,True,1000,6
0.5250388888888889,0.5275666666666667,0.669688888888889,0.909461111111111,0.034,0.587,True,0.491,0.027,True,13,1.0,0.587,45,67.517,404.231,21,2.0,25,True,1000,7
0.47130555555555553,0.4666111111111111,0.6352944444444444,0.8929722222222223,0.041,0.61,True,0.492,0.041,True,14,1.0,0.61,38,71.177,438.699,24,2.0,25,True,1000,8
0.5212888888888889,0.5002833333333333,0.6494388888888889,0.9042444444444444,0.038,0.619,True,0.523,0.04,True,14,1.0,0.619,42,69.869,446.437,23,2.0,25,True,1000,9
0.4959944444444444,0.5001222222222222,0.6279722222222223,0.9262,0.04,0.62,True,0.54,0.025,True,14,1.0,0.62,50,70.9,443.57,22,2.0,25,True,1000,10
0.50775,0.5082111111111111,0.7005722222222223,0.9355,0.033,0.596,True,0.548,0.04,True,15,1.0,0.596,49,65.701,411.263,23,2.0,25,True,1000,11
0.49679444444444454,0.50315,0.6749777777777778,0.9295444444444446,0.04,0.607,True,0.495,0.032,True,14,1.0,0.607,35,69.462,428.698,21,2.0,25,True,1000,12
0.49802222222222226,0.4883222222222222,0.6152777777777779,0.9215,0.026,0.621,True,0.518,0.03,True,14,1.0,0.621,40,62.395,436.429,20,2.0,25,True,1000,13
0.5103777777777778,0.5046222222222223,0.6611833333333335,0.9073666666666667,0.035,0.607,True,0.503,0.033,True,14,1.0,0.607,45,68.334,425.244,24,2.0,25,True,1000,14
0.4689222222222223,0.4606777777777778,0.6674055555555556,0.8982722222222224,0.039,0.606,True,0.501,0.03,True,14,1.0,0.606,58,68.217,418.983,24,2.0,25,True,1000,15
